	movie	rating	release	age_10	age_6	age_3	age_1
11137	The Prince & Me	5.9	2004-03-28	-1	41.550000000000004	29.733333333333334	23.0
11152	The Ruins	5.6	2008-04-02	-1	-1	25.933333333333334	28.5
11153	National Lampoon's Vacation	7.1	1983-07-28	38.18	37.56666666666667	48.73333333333333	39.8
11156	Coco Before Chanel	6.7	2009-04-22	-1	38.550000000000004	38.03333333333334	32.7
11158	Honey I Blew Up the Kid	4.9	1992-07-16	-1	-1	32.56666666666667	39.3
11170	We Are Marshall	6.7	2006-12-12	-1	41.76666666666667	34.9	37.1
11171	Mysterious Skin	7.4	2004-05-20	-1	24.95	19.233333333333334	23.3
11172	Music and Lyrics	6.2	2007-02-09	-1	34.71666666666667	35.333333333333336	32.0
11183	French Fried Vacation	6.6	1978-11-01	29.630000000000003	27.05	26.566666666666666	26.0
11185	See No Evil, Hear No Evil	6.4	1989-05-12	42.440000000000005	43.81666666666667	44.96666666666667	48.5
11186	Child's Play 2	5.8	1990-11-09	37.629999999999995	34.06666666666667	29.46666666666667	9.5
11187	Child's Play 3	5.5	1991-08-30	-1	33.81666666666667	20.333333333333332	17.0
11199	Wild Hogs	5.6	2007-03-02	45.85000000000001	50.050000000000004	49.6	53.8
11202	Patton	7.3	1970-01-25	-1	48.54999999999999	46.29999999999999	42.3
11212	Baby's Day Out	5.8	1994-07-01	-1	40.43333333333333	37.93333333333333	46.7
11216	Cinema Paradiso	8.2	1988-11-17	-1	30.03333333333333	40.86666666666667	58.2
11224	Cinderella	6.8	1950-03-04	40.08	37.18333333333333	33.0	20.8
11228	Daylight	5.8	1996-12-06	46.11	43.25	40.4	50.5
11231	The Next Karate Kid	4.8	1994-07-18	-1	39.416666666666664	42.199999999999996	62.1
11232	Kate & Leopold	6.0	2001-12-25	-1	33.35	35.833333333333336	40.1
11236	The Secret Garden	7.1	1993-08-13	-1	26.099999999999998	27.933333333333337	11.4
11237	Anacondas: The Hunt for the Blood Orchid	4.9	2004-08-26	35.7	30.283333333333335	31.53333333333333	34.4
11238	Aladdin and the King of Thieves	6.1	1996-05-20	-1	40.949999999999996	30.566666666666663	20.6
11247	A Cinderella Story	6.1	2004-07-10	-1	26.25	27.53333333333333	16.8
11249	Seed of Chucky	4.9	2004-11-11	-1	42.31666666666667	45.70000000000001	54.7
11252	Psycho	4.9	1998-12-04	48.46	40.43333333333333	32.06666666666667	28.7
11253	Hellboy II: The Golden Army	6.5	2008-07-11	-1	52.5	52.833333333333336	58.3
11259	Far and Away	6.3	1992-05-22	-1	47.166666666666664	28.23333333333333	29.9
11260	Meet Dave	5.0	2008-07-08	-1	35.46666666666666	39.13333333333333	47.3
11281	Halloween II	6.4	1981-10-30	36.85	36.4	42.46666666666666	23.0
11282	Harold & Kumar Go to White Castle	6.5	2004-05-30	31.840000000000003	28.75	29.766666666666666	32.0
11283	Nanny McPhee	6.4	2005-10-21	-1	26.916666666666668	40.46666666666667	46.6
11284	Freddy's Dead: The Final Nightmare	5.1	1991-09-05	-1	32.9	32.99999999999999	44.3
11287	A League of Their Own	6.8	1992-07-01	36.980000000000004	35.6	35.46666666666667	36.0
11319	The Rescuers	6.7	1977-06-22	-1	56.51666666666667	52.93333333333333	47.8
11321	Seven Pounds	7.5	2008-12-18	-1	33.050000000000004	33.86666666666667	40.3
11322	Public Enemies	6.5	2009-07-01	36.5	36.4	38.699999999999996	35.4
11323	The Informant!	6.0	2009-09-18	46.019999999999996	44.75	43.96666666666667	39.0
11324	Shutter Island	7.9	2010-02-18	49.06	48.73333333333333	47.93333333333334	35.3
11327	Midnight Express	7.6	1978-09-12	35.92	31.900000000000002	30.03333333333333	28.9
11329	Runaway Jury	6.9	2003-10-09	51.620000000000005	53.56666666666666	59.06666666666666	37.3
11336	The Dead Zone	6.9	1983-10-21	48.11	47.06666666666667	41.833333333333336	40.6
11351	Jeepers Creepers 2	5.6	2003-08-08	-1	32.733333333333334	40.9	56.0
11353	Bowfinger	6.0	1999-08-12	41.47	38.9	40.666666666666664	54.0
11355	Never Been Kissed	5.8	1999-04-09	31.660000000000004	28.399999999999995	27.366666666666664	24.1
11357	Halloween 4: The Return of Michael Myers	5.9	1988-10-21	-1	37.349999999999994	35.13333333333333	69.1
11358	Walking Tall	6.0	2004-04-02	37.56	35.1	34.4	31.9
11360	Dumbo	6.8	1941-10-22	-1	40.96666666666666	38.1	36.8
11361	Halloween 5: The Revenge of Michael Myers	5.2	1989-10-12	-1	35.68333333333334	36.1	70.1
11362	The Count of Monte Cristo	7.3	2002-01-23	-1	40.4	46.333333333333336	33.3
11368	Blood Simple	7.3	1984-09-07	-1	-1	36.43333333333333	37.9
11371	The Score	6.7	2001-07-13	-1	54.9	55.699999999999996	57.9
11377	House on Haunted Hill	5.5	1999-10-29	-1	34.833333333333336	37.36666666666667	48.3
11381	Tommy Boy	6.7	1995-03-31	-1	38.333333333333336	39.53333333333333	31.1
11395	The Santa Clause	6.3	1994-11-10	31.910000000000004	33.583333333333336	39.13333333333333	41.4
11397	Not Another Teen Movie	5.4	2001-12-07	23.990000000000002	22.53333333333333	21.53333333333333	19.7
11400	The New World	6.4	2005-12-25	43.870000000000005	46.85	40.53333333333333	29.6
11411	Superman IV: The Quest for Peace	4.1	1987-07-23	-1	41.43333333333334	43.699999999999996	34.8
11412	The Long Kiss Goodnight	6.5	1996-10-11	-1	36.083333333333336	32.1	40.8
11416	The Mission	7.2	1986-09-29	-1	39.68333333333333	47.23333333333333	43.1
11418	National Lampoon’s European Vacation	6.0	1985-07-25	32.71	27.76666666666667	32.233333333333334	41.8
11423	Memories of Murder	8.0	2003-04-24	37.44	36.4	34.9	36.3
11430	The Lion King 1½	6.3	2004-02-06	54.379999999999995	58.449999999999996	51.96666666666667	48.0
11439	The Ghost Writer	6.7	2010-02-12	-1	47.550000000000004	42.699999999999996	38.9
11442	Halloween: Resurrection	4.4	2002-07-01	-1	30.866666666666664	38.56666666666666	43.6
11449	The Amityville Horror	6.2	1979-07-26	-1	46.88333333333333	41.36666666666667	39.0
11450	Quiz Show	7.1	1994-09-16	46.36	40.766666666666666	33.8	37.6
11451	Herbie Fully Loaded	5.1	2005-06-22	33.559999999999995	35.36666666666667	38.06666666666666	19.0
11452	National Lampoon's Van Wilder	5.9	2002-03-29	-1	29.383333333333336	35.36666666666667	25.4
11453	Deuce Bigalow: European Gigolo	4.7	2005-08-12	41.18000000000001	39.71666666666667	46.53333333333334	41.8
11454	Manhunter	6.9	1986-08-14	33.35	34.983333333333334	34.766666666666666	33.5
11455	Up in Smoke	6.6	1978-01-01	-1	47.81666666666666	43.29999999999999	31.5
11459	Sky High	5.8	2005-07-29	-1	31.78333333333333	38.3	17.7
11460	Red Eye	6.2	2005-08-04	-1	43.35	38.36666666666667	26.7
11467	America's Sweethearts	5.5	2001-07-17	42.07000000000001	38.666666666666664	39.63333333333333	33.7
11469	Black Knight	5.2	2001-11-21	-1	41.45	38.766666666666666	36.6
11470	Jason X	4.5	2001-07-24	-1	35.86666666666667	35.46666666666667	46.3
11474	The Warriors	7.4	1979-02-08	-1	26.400000000000002	27.733333333333334	30.0
11481	Repulsion	7.5	1965-06-01	-1	38.18333333333334	30.066666666666666	21.6
11482	The Tenant	7.7	1976-05-26	-1	44.13333333333333	46.300000000000004	42.8
11497	All Dogs Go to Heaven	6.3	1989-11-17	-1	47.416666666666664	40.53333333333333	53.8
11499	Frost/Nixon	7.2	2008-10-15	43.00000000000001	47.26666666666667	53.6	39.7
11517	Money Train	5.4	1995-11-21	40.61	42.016666666666666	31.33333333333333	33.3
11522	Pretty in Pink	6.7	1986-02-28	26.74	30.233333333333334	20.733333333333334	18.0
11527	Excalibur	7.1	1981-04-10	-1	36.9	35.333333333333336	35.7
11528	The Sandlot	7.1	1993-04-07	-1	22.166666666666668	29.366666666666664	11.5
11529	Sweet Home Alabama	6.1	2002-09-26	40.1	38.166666666666664	31.5	26.5
11531	Book of Shadows: Blair Witch 2	4.3	2000-10-27	-1	-1	27.733333333333334	26.0
11543	Kingpin	6.6	1996-07-04	-1	41.86666666666667	36.833333333333336	35.0
11544	Lilo & Stitch	7.1	2002-06-21	42.489999999999995	38.93333333333333	29.899999999999995	42.3
11545	Rushmore	7.5	1998-09-17	-1	37.51666666666667	32.13333333333333	18.2
11547	Cabin Fever	5.5	2003-08-15	-1	27.316666666666666	25.166666666666668	23.7
11548	Batteries not Included	6.3	1987-12-18	51.03	48.46666666666667	66.89999999999999	76.5
11549	Invasion of the Body Snatchers	7.4	1956-02-05	-1	33.96666666666667	34.93333333333334	42.0
11551	Small Soldiers	6.2	1998-07-10	32.13	30.683333333333334	24.03333333333333	15.0
11561	Sleeper	7.0	1973-12-17	-1	-1	32.333333333333336	38.1
11562	Crimes and Misdemeanors	7.5	1989-10-13	-1	49.26666666666666	51.199999999999996	53.9
11565	Big Momma's House 2	5.4	2006-01-26	-1	34.38333333333333	37.8	40.8
11566	Dave	6.4	1993-05-07	41.970000000000006	44.15	48.199999999999996	45.6
11595	Another 48 Hrs.	5.8	1990-06-08	-1	41.449999999999996	41.3	29.2
11596	New Nightmare	6.4	1994-10-13	-1	33.13333333333333	28.766666666666666	30.3
11601	Stir of Echoes	6.5	1999-09-10	-1	37.71666666666667	36.53333333333334	41.2
11615	The Life of David Gale	7.3	2003-02-21	-1	35.63333333333333	36.699999999999996	43.6
11618	The Haunting	5.2	1999-07-23	44.870000000000005	40.2	35.9	47.2
11619	Flushed Away	6.0	2006-10-22	50.54	49.06666666666666	45.56666666666666	38.1
11621	Porco Rosso	7.6	1992-07-18	-1	-1	36.166666666666664	52.4
11622	Blast from the Past	6.3	1999-02-12	35.07	36.949999999999996	36.166666666666664	30.2
11624	Everything You Always Wanted to Know About Sex *But Were Afraid to Ask	6.5	1972-08-06	-1	51.1	53.93333333333334	36.7
11631	Mamma Mia!	6.5	2008-07-03	-1	50.03333333333333	45.63333333333333	59.1
11635	Old School	6.6	2003-02-21	30.869999999999994	31.016666666666662	33.300000000000004	31.4
11637	Are We There Yet?	5.1	2005-01-20	-1	30.783333333333335	27.83333333333334	35.6
11638	Guess Who	5.5	2005-03-25	-1	43.099999999999994	33.8	47.5
11639	The Dark Crystal	7.3	1982-12-17	-1	34.58333333333333	42.599999999999994	46.3
11644	Blow Out	7.3	1981-07-24	-1	33.93333333333333	31.433333333333334	27.4
11645	Ran	7.9	1985-06-01	-1	38.56666666666666	34.63333333333333	38.1
11649	Masters of the Universe	5.1	1987-08-07	42.2	37.916666666666664	39.56666666666667	29.8
11652	Invincible	6.7	2006-08-25	-1	38.06666666666667	37.0	35.2
11660	Following	7.2	1998-09-12	-1	-1	-1	25.8
11661	Joyeux Noël	7.3	2005-11-09	-1	34.916666666666664	31.899999999999995	29.3
11665	Get Smart	6.0	2008-06-19	50.75	48.65	35.9	45.9
11667	Street Fighter	4.1	1994-12-22	37.019999999999996	37.48333333333333	40.03333333333333	34.2
11674	101 Dalmatians	5.6	1996-11-17	-1	47.416666666666664	41.13333333333333	49.7
11675	Halloween: H20	5.7	1998-08-05	29.900000000000006	27.96666666666667	33.93333333333334	39.7
11678	Vertical Limit	5.9	2000-12-08	-1	38.916666666666664	34.86666666666667	30.5
11679	xXx: State of the Union	4.7	2005-04-27	-1	43.43333333333334	47.36666666666667	35.9
11683	Land of the Dead	6.0	2005-06-24	-1	47.23333333333334	48.70000000000001	35.9
11687	The Visitors	7.1	1993-01-27	44.489999999999995	39.15	38.06666666666667	44.5
11688	The Emperor's New Groove	7.2	2000-12-09	-1	45.9	52.93333333333334	36.4
11690	Bloodsport	6.6	1988-02-26	-1	-1	40.03333333333333	27.4
11697	The Man Who Shot Liberty Valance	7.4	1962-04-22	51.07	47.53333333333333	47.20000000000001	54.9
11699	The Bad Lieutenant: Port of Call - New Orleans	6.1	2009-09-11	48.769999999999996	41.33333333333333	43.63333333333333	45.7
11704	The Secret of NIMH	7.5	1982-06-17	-1	45.449999999999996	45.666666666666664	43.7
11708	Chitty Chitty Bang Bang	6.8	1968-12-16	39.04	42.79999999999999	41.300000000000004	43.0
11770	Shaolin Soccer	6.6	2001-07-12	-1	-1	38.03333333333333	39.1
11774	Lemony Snicket's A Series of Unfortunate Events	6.7	2004-12-16	32.440000000000005	27.3	43.46666666666667	42.9
11775	Intolerable Cruelty	5.8	2003-09-02	45.83	48.88333333333333	45.53333333333334	42.4
11778	The Deer Hunter	7.8	1978-12-08	37.57	34.43333333333333	35.99999999999999	35.3
11797	Fright Night	6.9	1985-08-02	-1	34.3	31.566666666666666	43.1
11798	This Is England	7.4	2006-09-12	-1	25.100000000000005	27.400000000000002	14.6
11804	White Noise	5.5	2005-01-07	-1	41.0	42.73333333333333	53.4
11806	Beethoven	5.5	1992-04-03	31.140000000000004	37.65	49.6	57.0
11808	U.S. Marshals	6.2	1998-03-06	41.75	39.4	40.0	51.5
11812	The Sweetest Thing	5.3	2002-04-12	35.35	31.61666666666667	31.066666666666666	29.6
11814	Weird Science	6.4	1985-08-01	24.630000000000003	22.166666666666668	19.6	17.3
11817	Bulletproof Monk	5.2	2003-03-28	-1	39.583333333333336	30.433333333333334	26.5
11820	Mona Lisa Smile	6.5	2003-12-19	29.669999999999998	26.3	26.86666666666667	36.2
11823	Wimbledon	6.0	2004-09-13	-1	37.05	37.56666666666666	22.4
11824	Teen Wolf	6.0	1985-08-23	-1	32.800000000000004	33.96666666666667	24.2
11825	Police Academy 5: Assignment Miami Beach	4.8	1988-03-17	35.05	36.46666666666666	36.833333333333336	43.1
11826	Sexy Beast	7.0	2000-09-13	-1	55.28333333333334	52.76666666666667	43.6
11829	Trinity is Still My Name	7.3	1971-10-21	45.09	41.38333333333333	32.766666666666666	32.6
11831	Amistad	6.8	1997-12-03	42.93999999999999	49.03333333333333	63.06666666666666	60.5
11835	Death Sentence	6.4	2007-08-31	-1	37.333333333333336	39.03333333333333	49.2
11836	The SpongeBob SquarePants Movie	6.6	2004-11-14	44.14999999999999	47.76666666666666	47.1	42.4
11838	Ju-on: The Grudge	6.6	2002-10-18	-1	-1	21.766666666666666	23.2
11846	Father of the Bride	6.2	1991-12-20	-1	31.78333333333333	37.56666666666667	46.4
11850	Invasion of the Body Snatchers	7.2	1978-12-19	-1	34.583333333333336	40.4	43.5
11852	The Hot Chick	5.5	2002-12-13	-1	31.55	29.76666666666667	39.1
11864	Enemy Mine	6.7	1985-12-12	-1	30.816666666666663	40.699999999999996	31.7
11866	Flight of the Phoenix	5.7	2004-12-17	34.459999999999994	35.28333333333333	35.56666666666667	50.7
11870	Big Fat Liar	5.5	2002-02-08	-1	31.283333333333335	22.26666666666667	16.2
11873	The Color of Money	6.8	1986-10-07	-1	38.56666666666666	37.96666666666667	61.7
11878	Yojimbo	8.0	1961-04-25	-1	41.7	32.06666666666667	41.1
11880	Dog Soldiers	6.7	2002-05-10	-1	-1	35.93333333333333	38.0
11884	The Last Starfighter	6.5	1984-07-13	-1	39.833333333333336	23.633333333333336	24.0
11886	Robin Hood	7.0	1973-11-08	-1	53.583333333333336	53.6	38.8
11887	High School Musical 3: Senior Year	6.2	2008-10-22	20.98	22.633333333333336	21.400000000000002	21.0
11888	Snow Dogs	5.3	2002-01-18	-1	52.71666666666667	58.13333333333333	34.1
11892	Murder by Numbers	6.0	2002-04-19	-1	27.516666666666666	30.3	37.8
11895	Police Academy 6: City Under Siege	4.7	1989-03-09	41.56	38.083333333333336	37.833333333333336	44.1
11901	High Plains Drifter	7.4	1973-04-19	-1	40.449999999999996	36.266666666666666	42.9
11906	Suspiria	7.5	1977-02-01	-1	25.03333333333333	28.46666666666667	27.3
11917	Saw V	6.0	2008-10-23	44.69	49.383333333333326	54.23333333333333	66.3
11918	Superhero Movie	5.0	2008-03-27	46.83	46.93333333333334	41.300000000000004	21.8
11931	In Her Shoes	6.0	2005-10-07	41.83	46.300000000000004	45.86666666666667	33.1
11932	Bride of Chucky	5.5	1998-10-16	38.239999999999995	36.916666666666664	41.300000000000004	35.2
11934	The Hudsucker Proxy	7.1	1994-03-11	49.95	48.199999999999996	45.56666666666666	35.4
11963	Three Days of the Condor	7.2	1975-09-24	-1	50.01666666666667	41.96666666666667	39.1
11967	Young Guns	6.6	1988-08-12	34.76	24.95	24.833333333333332	26.3
11968	Into the Blue	5.8	2005-09-30	-1	30.650000000000002	28.53333333333333	32.1
11969	Tombstone	7.4	1993-12-25	41.589999999999996	41.3	42.06666666666666	42.8
11970	Hercules	7.3	1997-06-26	41.660000000000004	36.2	29.0	33.8
11971	Much Ado About Nothing	7.2	1993-05-07	37.07	36.74999999999999	44.5	32.4
11973	Thirteen Days	6.9	2000-12-24	-1	-1	45.166666666666664	46.0
11974	The 'Burbs	6.6	1989-02-17	44.47	33.75	39.2	32.6
11975	The Rainmaker	6.7	1997-11-18	45.46	44.916666666666664	46.333333333333336	27.1
11976	Legend	6.2	1985-07-19	-1	33.01666666666667	26.833333333333332	23.1
11977	Caddyshack	6.6	1980-07-25	-1	39.21666666666667	50.73333333333333	36.8
11978	Men of Honor	7.0	2000-09-13	41.38999999999999	42.1	38.300000000000004	57.1
11979	Queen of the Damned	5.5	2002-02-10	36.7	34.0	25.7	29.2
11982	Look Who's Talking Now!	4.7	1993-11-05	37.69	45.31666666666666	37.53333333333333	39.7
11983	Proof of Life	6.0	2000-12-08	-1	40.51666666666667	41.00000000000001	39.1
12090	Just Married	5.4	2003-01-09	-1	32.016666666666666	26.23333333333333	24.9
12092	Alice in Wonderland	7.0	1951-07-03	44.96	46.38333333333333	46.23333333333333	13.0
12094	Jackass Number Two	6.4	2006-09-22	32.339999999999996	32.199999999999996	31.633333333333336	35.6
12096	The Pink Panther	5.6	2006-01-18	-1	46.98333333333334	58.76666666666667	60.5
12100	Windtalkers	5.8	2002-06-14	36.349999999999994	37.96666666666666	38.96666666666666	38.5
12101	Soylent Green	6.8	1973-04-19	47.349999999999994	54.03333333333333	52.76666666666667	49.6
12102	Kramer vs. Kramer	7.4	1979-12-18	-1	39.733333333333334	37.7	42.4
12103	Don't Say a Word	6.0	2001-09-28	37.199999999999996	32.28333333333333	41.13333333333333	57.0
12104	Pink Floyd: The Wall	7.8	1982-07-14	-1	36.26666666666667	37.36666666666667	43.3
12106	The Quick and the Dead	6.3	1995-02-09	49.339999999999996	46.1	44.300000000000004	36.9
12107	Nutty Professor II: The Klumps	4.7	2000-07-27	-1	44.31666666666666	40.1	39.3
12110	Dracula: Dead and Loving It	5.7	1995-12-22	46.2	52.6	57.56666666666666	69.9
12113	Body of Lies	6.5	2008-10-10	-1	42.6	41.2	33.9
12118	Police Academy 3: Back in Training	5.5	1986-03-20	38.620000000000005	32.50000000000001	34.9	27.6
12123	Chain Reaction	5.3	1996-08-02	-1	43.56666666666666	39.166666666666664	31.9
12133	Step Brothers	6.5	2008-07-25	-1	45.06666666666667	46.6	41.1
12139	Dennis the Menace	5.4	1993-06-23	-1	43.5	47.96666666666667	72.8
12140	Ghost in the Shell 2: Innocence	7.3	2004-03-06	-1	-1	42.76666666666667	41.3
12144	The Land Before Time	6.9	1988-11-18	-1	30.28333333333333	10.166666666666666	12.6
12149	Frailty	6.9	2001-11-17	-1	38.166666666666664	44.03333333333333	46.5
12153	White Chicks	6.4	2004-06-23	36.089999999999996	33.71666666666667	30.166666666666668	33.4
12154	Three Men and a Baby	5.8	1987-11-27	-1	32.21666666666666	37.36666666666667	42.9
12155	Alice in Wonderland	6.4	2010-03-03	44.67999999999999	37.98333333333333	31.499999999999996	20.4
12159	What Dreams May Come	6.9	1998-10-02	-1	44.6	37.5	47.2
12160	Wyatt Earp	6.5	1994-06-24	41.230000000000004	43.583333333333336	48.03333333333334	39.5
12162	The Hurt Locker	7.2	2008-10-10	-1	40.51666666666667	33.76666666666667	37.8
12163	The Wrestler	7.3	2008-09-07	40.59	45.6	40.266666666666666	56.0
12177	The Love Guru	4.2	2008-06-20	-1	34.28333333333333	33.23333333333333	45.1
12180	Star Wars: The Clone Wars	5.8	2008-08-05	50.010000000000005	45.0	30.46666666666667	25.4
12182	Nick and Norah's Infinite Playlist	6.5	2008-10-03	-1	23.45	24.0	20.3
12184	The Other Boleyn Girl	6.4	2008-02-28	35.85	35.88333333333333	29.866666666666664	26.7
12193	Four Christmases	5.4	2008-11-26	51.03000000000001	53.400000000000006	49.76666666666667	38.7
12201	Edge of Darkness	6.2	2010-01-29	42.49	42.81666666666667	51.6	54.1
12207	The Legend of Drunken Master	7.2	1994-02-03	-1	44.75	39.233333333333334	39.9
12222	Horton Hears a Who!	6.3	2008-03-03	38.53000000000001	43.650000000000006	55.56666666666667	46.2
12225	Cashback	6.8	2006-09-10	-1	-1	27.366666666666664	23.5
12230	One Hundred and One Dalmatians	6.8	1961-01-25	-1	47.88333333333333	44.93333333333334	31.1
12233	Oliver & Company	6.5	1988-11-18	45.07	41.03333333333333	31.53333333333333	12.6
12242	Mulan II	6.0	2004-11-03	48.13000000000001	41.1	41.666666666666664	41.0
12244	9	6.6	2009-08-19	-1	52.98333333333334	68.39999999999999	79.7
12245	The Oxford Murders	5.8	2008-01-18	-1	42.53333333333334	42.5	27.0
12279	Spy Kids 3-D: Game Over	4.7	2003-07-25	39.510000000000005	32.483333333333334	29.933333333333337	43.0
12289	Red Cliff	7.1	2008-07-10	37.900000000000006	35.516666666666666	39.4	31.8
12335	Bedknobs and Broomsticks	6.8	1971-10-07	-1	52.166666666666664	47.86666666666667	46.0
12403	A Perfect Getaway	6.2	2009-06-08	-1	35.38333333333333	38.73333333333333	33.5
12405	Slumdog Millionaire	7.6	2008-05-12	-1	32.93333333333333	31.03333333333333	18.1
12429	Ponyo	7.5	2008-07-19	-1	-1	31.23333333333333	8.9
12435	The Nanny Diaries	6.1	2007-08-24	-1	31.650000000000002	25.0	22.8
12437	Underworld: Rise of the Lycans	6.3	2009-01-22	-1	41.28333333333333	43.9	59.2
12444	Harry Potter and the Deathly Hallows: Part 1	7.5	2010-10-17	47.82000000000001	36.81666666666667	21.3	21.2
12445	Harry Potter and the Deathly Hallows: Part 2	7.9	2011-07-07	48.4	42.199999999999996	22.03333333333333	22.0
12477	Grave of the Fireflies	8.2	1988-04-16	-1	-1	-1	-1
12498	Sling Blade	7.4	1996-08-30	-1	43.583333333333336	44.666666666666664	41.1
12508	Rock Star	6.0	2001-09-04	-1	32.96666666666667	32.63333333333333	30.3
12536	Home Alone 4	4.0	2002-11-02	-1	40.466666666666676	33.00000000000001	38.7
12556	Ghosts of Girlfriends Past	5.6	2009-05-01	41.53999999999999	45.099999999999994	47.06666666666666	39.5
12573	A Serious Man	6.6	2009-10-02	-1	51.53333333333333	49.199999999999996	41.3
12589	Jimmy Neutron: Boy Genius	5.5	2001-12-21	41.75	41.81666666666666	37.63333333333333	34.3
12599	Pokémon: The Movie 2000	6.4	1999-07-17	-1	-1	25.399999999999995	21.3
12610	Osmosis Jones	6.0	2001-08-07	-1	38.2	39.63333333333333	36.5
12620	The House Bunny	5.6	2008-08-22	-1	33.43333333333333	24.599999999999998	31.8
12689	Angus, Thongs and Perfect Snogging	6.4	2008-07-25	-1	23.7	16.933333333333334	16.5
12690	Appaloosa	6.3	2008-09-12	-1	54.51666666666667	49.03333333333333	49.9
12776	Johnny Stecchino	7.3	1991-10-23	-1	-1	40.96666666666667	39.0
12783	The Duchess	6.8	2008-09-05	36.71	37.71666666666667	43.93333333333334	23.5
12797	Ghost Town	6.4	2008-09-19	-1	45.31666666666666	45.06666666666666	47.3
13007	Religulous	7.2	2008-10-01	-1	-1	-1	52.7
13012	Felon	7.1	2008-07-17	-1	44.76666666666666	39.43333333333333	35.0
13018	Deception	5.7	2008-04-24	-1	44.51666666666667	34.76666666666667	39.6
13025	Diary of the Dead	5.5	2007-09-08	-1	30.5	25.2	26.2
13027	Eagle Eye	6.3	2008-09-25	36.57	35.25	28.066666666666663	22.3
13042	Presto	7.9	2008-06-18	-1	-1	-1	-1
13043	Camping	5.5	2006-04-26	-1	53.949999999999996	45.56666666666666	55.9
13051	Max Payne	5.2	2008-10-15	-1	40.26666666666666	43.166666666666664	37.4
13053	Bolt	6.3	2008-11-21	47.64	52.01666666666667	41.43333333333333	54.8
13056	Punisher: War Zone	5.6	2008-12-05	-1	41.6	40.13333333333333	44.6
13090	Sunshine Cleaning	6.5	2008-01-18	41.349999999999994	36.61666666666666	44.06666666666666	33.4
13092	How to Lose Friends & Alienate People	6.2	2008-10-02	-1	38.833333333333336	41.333333333333336	38.7
13121	Teeth	5.2	2007-01-19	-1	-1	32.53333333333333	25.6
13150	Pride and Glory	6.3	2008-09-09	41.09	43.95000000000001	47.03333333333334	39.1
13156	Secondhand Lions	7.0	2003-09-19	-1	43.083333333333336	52.96666666666666	70.6
13179	Tinker Bell	6.5	2008-10-27	35.550000000000004	32.13333333333333	27.866666666666664	20.4
13183	Watchmen	7.1	2009-03-05	40.84	38.116666666666674	34.13333333333333	30.8
13184	Bangkok Dangerous	5.0	2008-08-21	-1	-1	36.4	44.7
13186	Wrong Turn 2: Dead End	5.5	2007-08-25	34.279999999999994	32.666666666666664	36.4	31.5
13205	Bambi II	6.0	2006-01-26	-1	25.083333333333332	37.06666666666666	65.6
13207	Friday the 13th	5.7	2009-02-11	27.419999999999998	27.8	28.266666666666666	36.8
13220	Splinter	6.0	2008-10-31	-1	-1	32.53333333333333	37.7
13223	Gran Torino	7.8	2008-12-09	-1	37.68333333333333	42.06666666666666	78.6
13252	Cleaner	5.9	2007-09-11	-1	40.23333333333333	49.699999999999996	58.8
13260	Semi-Pro	5.4	2008-02-28	41.870000000000005	41.06666666666667	43.43333333333334	40.6
13279	Lakeview Terrace	5.9	2008-09-19	-1	43.116666666666674	42.233333333333334	59.8
13291	Traitor	6.6	2008-08-23	-1	36.43333333333333	42.43333333333333	43.8
13310	Let the Right One In	7.5	2008-01-26	-1	37.46666666666667	30.53333333333333	12.6
13313	Beauty and the Beast: The Enchanted Christmas	5.9	1997-11-11	48.040000000000006	50.300000000000004	48.46666666666667	41.5
13335	Harold & Kumar Escape from Guantanamo Bay	6.2	2008-04-25	-1	36.06666666666667	33.93333333333334	35.9
13342	Fast Times at Ridgemont High	6.9	1982-08-13	28.660000000000004	23.100000000000005	22.566666666666666	22.0
13363	The Man from Earth	7.7	2007-06-10	-1	43.75	47.833333333333336	43.8
13374	Ice Princess	5.9	2005-03-17	-1	26.650000000000002	25.833333333333332	19.4
13377	How the Grinch Stole Christmas!	7.2	1966-12-18	-1	-1	-1	79.1
13387	Transporter 3	5.9	2008-11-26	-1	41.4	40.6	41.4
13389	Righteous Kill	5.9	2008-09-11	-1	52.18333333333333	45.133333333333326	65.1
13413	BURN·E	7.7	2008-11-17	-1	-1	-1	60.4
13417	Kronk's New Groove	6.0	2005-12-05	54.73	56.666666666666664	55.333333333333336	41.1
13448	Angels & Demons	6.5	2009-05-13	-1	51.18333333333334	43.63333333333333	52.9
13455	Push	5.9	2009-02-04	-1	30.849999999999998	21.7	15.0
13460	Doomsday	5.8	2008-03-14	-1	45.35	53.93333333333334	31.6
13466	October Sky	7.5	1999-02-19	-1	27.349999999999998	32.6	18.2
13475	Star Trek	7.4	2009-05-06	39.64999999999999	44.88333333333333	46.26666666666667	28.7
13477	When in Rome	5.7	2010-01-29	38.36	38.766666666666666	41.800000000000004	37.2
13483	Awake	6.3	2007-11-28	-1	40.56666666666667	30.633333333333336	26.6
13499	Yours, Mine & Ours	5.7	2005-11-23	22.49	28.683333333333334	42.4	51.7
13510	Eden Lake	6.7	2008-09-12	-1	22.3	26.933333333333337	31.2
13515	Mirrors	6.1	2008-08-15	-1	-1	35.6	41.7
13523	Sex Drive	6.0	2008-10-16	25.1	27.0	23.166666666666668	23.6
13532	Fanboys	6.1	2009-02-06	38.269999999999996	27.633333333333336	27.866666666666664	26.9
