	movie	rating	release	age_10	age_6	age_3	age_1
585	Monsters, Inc.	7.6	2001-11-01	48.120000000000005	44.86666666666667	36.3	49.4
586	Wag the Dog	6.8	1997-12-25	44.3	43.96666666666667	47.800000000000004	60.4
587	Big Fish	7.6	2003-12-25	41.8	42.1	45.333333333333336	32.8
588	Silent Hill	6.3	2006-04-21	-1	39.43333333333333	38.63333333333333	32.5
590	The Hours	7.1	2002-12-27	-1	41.099999999999994	43.73333333333333	35.5
591	The Da Vinci Code	6.5	2006-05-17	-1	48.75	48.9	49.9
592	The Conversation	7.5	1974-04-07	37.720000000000006	34.650000000000006	40.06666666666667	44.2
593	Solaris	7.7	1972-03-20	-1	40.833333333333336	40.86666666666667	47.9
594	The Terminal	7.1	2004-06-17	-1	40.583333333333336	42.13333333333333	48.0
595	To Kill a Mockingbird	8.0	1962-12-25	32.54	26.400000000000002	41.266666666666666	46.8
596	The Grapes of Wrath	7.9	1940-03-15	46.36	47.46666666666667	43.166666666666664	34.9
597	Titanic	7.6	1997-11-18	45.980000000000004	43.21666666666667	30.233333333333334	22.1
598	City of God	8.2	2002-02-05	-1	20.666666666666668	19.833333333333332	18.7
599	Sunset Boulevard	8.2	1950-08-10	46.959999999999994	41.666666666666664	49.53333333333333	32.3
600	Full Metal Jacket	8.0	1987-06-26	-1	32.416666666666664	27.2	28.3
601	E.T. the Extra-Terrestrial	7.3	1982-04-03	-1	19.883333333333333	11.0	10.6
602	Independence Day	6.7	1996-06-25	44.970000000000006	47.68333333333334	38.03333333333334	27.8
603	The Matrix	7.9	1999-03-30	-1	42.65	34.63333333333333	34.6
604	The Matrix Reloaded	6.7	2003-05-15	-1	42.550000000000004	38.766666666666666	38.7
605	The Matrix Revolutions	6.4	2003-11-05	46.17	47.06666666666667	39.233333333333334	39.2
606	Out of Africa	7.1	1985-12-20	-1	43.28333333333334	42.800000000000004	36.5
607	Men in Black	6.9	1997-07-02	-1	44.51666666666666	39.63333333333333	50.8
608	Men in Black II	6.1	2002-07-03	42.89	41.31666666666666	53.699999999999996	55.8
609	Poltergeist	7.0	1982-06-04	-1	29.83333333333334	46.53333333333334	38.2
612	Munich	7.0	2005-12-22	45.72	43.6	42.699999999999996	37.4
613	Downfall	7.7	2004-09-08	42.6	44.13333333333333	46.4	63.5
614	Wild Strawberries	7.9	1957-12-26	44.11	50.35	44.1	78.3
615	The Passion of the Christ	6.9	2004-02-25	-1	39.23333333333333	38.86666666666667	35.4
616	The Last Samurai	7.3	2003-12-05	-1	45.65	47.36666666666667	41.5
617	Wild Things	6.3	1998-03-20	39.06	35.65	33.63333333333333	34.1
619	The Bodyguard	6.2	1992-11-25	-1	43.56666666666666	35.1	29.3
620	Ghostbusters	7.3	1984-06-07	34.97	33.8	33.46666666666667	33.7
621	Grease	7.3	1978-07-07	-1	28.616666666666664	29.53333333333333	24.4
622	The Ninth Gate	6.4	1999-08-24	-1	51.26666666666667	47.46666666666667	36.2
623	A Fish Called Wanda	7.1	1988-07-15	-1	43.06666666666666	39.766666666666666	48.8
624	Easy Rider	7.1	1969-05-07	-1	31.78333333333333	30.53333333333333	29.2
626	Un chien andalou	7.5	1929-06-05	-1	-1	25.46666666666667	29.3
627	Trainspotting	7.8	1996-02-23	-1	24.966666666666665	24.099999999999998	24.9
628	Interview with the Vampire	7.2	1994-11-11	29.549999999999994	30.566666666666663	25.266666666666666	30.9
629	The Usual Suspects	8.1	1995-07-19	39.61	40.300000000000004	39.2	29.2
630	The Wizard of Oz	7.4	1939-08-15	-1	40.35	34.0	17.2
634	Bridget Jones's Diary	6.6	2001-04-13	38.519999999999996	42.233333333333334	37.73333333333333	32.0
635	Angel Heart	7.1	1987-03-06	-1	45.61666666666667	32.46666666666666	34.5
636	THX 1138	6.4	1971-03-11	-1	42.78333333333333	41.43333333333334	40.2
637	Life Is Beautiful	8.3	1997-12-20	-1	45.75	29.2	45.2
638	Lost Highway	7.5	1997-01-15	-1	44.166666666666664	41.43333333333334	43.1
639	When Harry Met Sally...	7.3	1989-07-21	-1	34.93333333333333	33.96666666666666	27.7
640	Catch Me If You Can	7.7	2002-12-25	-1	46.61666666666667	44.79999999999999	28.1
641	Requiem for a Dream	7.9	2000-10-27	-1	43.716666666666676	42.23333333333334	67.9
642	Butch Cassidy and the Sundance Kid	7.4	1969-09-23	42.23	45.06666666666666	35.833333333333336	44.7
643	Battleship Potemkin	7.5	1925-12-24	-1	-1	29.26666666666667	27.9
644	A.I. Artificial Intelligence	6.8	2001-06-29	37.410000000000004	29.683333333333337	28.96666666666667	13.2
646	Dr. No	6.9	1962-10-04	40.269999999999996	40.949999999999996	34.36666666666667	32.1
647	Final Fantasy VII: Advent Children	6.7	2005-07-14	-1	29.849999999999998	31.63333333333333	31.1
650	Boyz n the Hood	7.4	1991-07-12	-1	25.28333333333333	25.2	30.0
651	M*A*S*H	6.9	1970-01-24	-1	33.96666666666666	34.1	34.5
652	Troy	6.9	2004-05-13	41.18000000000001	42.63333333333333	34.5	40.4
653	Nosferatu	7.7	1922-03-15	35.61	31.866666666666664	33.36666666666667	42.5
654	On the Waterfront	8.0	1954-06-22	-1	36.166666666666664	38.36666666666667	30.2
655	Paris, Texas	7.7	1984-05-19	-1	40.5	43.800000000000004	57.9
657	From Russia with Love	7.0	1963-10-11	42.13000000000001	43.900000000000006	35.46666666666667	33.2
658	Goldfinger	7.3	1964-09-17	-1	36.666666666666664	41.6	34.1
660	Thunderball	6.6	1965-12-16	36.800000000000004	35.11666666666667	34.46666666666667	35.3
663	Saw IV	5.9	2007-10-25	-1	45.56666666666666	53.23333333333333	65.3
664	Twister	6.1	1996-05-10	37.519999999999996	38.75	35.833333333333336	32.9
665	Ben-Hur	7.5	1959-12-26	42.309999999999995	39.54999999999999	37.96666666666666	36.3
667	You Only Live Twice	6.5	1967-06-12	42.239999999999995	37.0	30.63333333333333	36.8
668	On Her Majesty's Secret Service	6.5	1969-12-12	42.949999999999996	38.43333333333333	36.53333333333333	30.3
670	Oldboy	8.0	2003-01-01	-1	30.899999999999995	29.46666666666667	40.7
671	Harry Potter and the Philosopher's Stone	7.6	2001-11-16	38.83	29.033333333333335	12.366666666666667	12.3
672	Harry Potter and the Chamber of Secrets	7.4	2002-11-13	40.75	30.71666666666667	13.366666666666667	13.3
673	Harry Potter and the Prisoner of Azkaban	7.7	2004-05-31	37.029999999999994	31.75	14.933333333333335	14.9
674	Harry Potter and the Goblet of Fire	7.5	2005-11-16	41.86999999999999	36.15	16.366666666666667	16.3
675	Harry Potter and the Order of the Phoenix	7.4	2007-06-28	41.730000000000004	30.833333333333332	18.0	17.9
676	Pearl Harbor	6.6	2001-05-21	-1	36.400000000000006	26.46666666666667	28.8
679	Aliens	7.8	1986-07-18	31.410000000000004	30.616666666666664	32.03333333333333	36.8
680	Pulp Fiction	8.3	1994-09-10	37.400000000000006	40.18333333333334	36.93333333333334	40.6
681	Diamonds Are Forever	6.3	1971-12-13	42.730000000000004	42.13333333333333	38.63333333333333	41.3
682	The Man with the Golden Gun	6.4	1974-12-01	48.220000000000006	41.31666666666667	44.0	47.2
686	Contact	7.2	1997-07-11	41.989999999999995	45.78333333333333	37.56666666666667	34.7
687	Dead Man Walking	7.3	1995-12-29	51.910000000000004	50.416666666666664	49.93333333333333	49.3
688	The Bridges of Madison County	7.4	1995-05-28	-1	47.550000000000004	49.63333333333333	46.0
691	The Spy Who Loved Me	6.6	1977-07-07	47.32	43.48333333333333	47.099999999999994	49.8
693	Meet the Fockers	6.1	2004-12-22	51.39	54.68333333333333	45.36666666666667	39.1
694	The Shining	8.1	1980-05-22	46.28	45.1	27.133333333333336	43.1
696	Manhattan	7.8	1979-04-25	-1	33.6	39.23333333333333	43.4
698	Moonraker	5.9	1979-06-26	-1	45.43333333333334	44.0	51.7
699	For Your Eyes Only	6.4	1981-06-23	-1	37.449999999999996	41.13333333333333	53.7
700	Octopussy	6.2	1983-06-05	47.449999999999996	45.333333333333336	52.0	55.7
702	A Streetcar Named Desire	7.7	1951-09-18	-1	36.7	31.433333333333337	37.9
703	Annie Hall	7.8	1977-04-19	37.089999999999996	33.06666666666667	36.733333333333334	41.4
705	All About Eve	8.0	1950-11-09	37.24	37.199999999999996	38.166666666666664	42.6
707	A View to a Kill	6.0	1985-05-24	41.36	46.03333333333333	43.13333333333333	57.6
708	The Living Daylights	6.2	1987-06-29	-1	39.93333333333333	36.800000000000004	41.3
709	Licence to Kill	5.9	1989-07-07	37.190000000000005	38.733333333333334	36.599999999999994	43.3
710	GoldenEye	6.7	1995-11-16	42.83	42.73333333333333	34.86666666666667	42.5
711	Finding Forrester	7.0	2000-12-21	40.68	39.0	49.46666666666667	70.4
712	Four Weddings and a Funeral	6.6	1994-03-09	34.019999999999996	36.98333333333333	37.13333333333333	33.5
713	The Piano	7.2	1993-05-19	-1	35.96666666666667	45.0	35.2
714	Tomorrow Never Dies	6.1	1997-12-11	50.010000000000005	40.46666666666666	43.53333333333333	44.6
744	Top Gun	6.7	1986-05-16	29.689999999999998	32.01666666666666	26.399999999999995	23.9
745	The Sixth Sense	7.7	1999-08-06	27.2	28.516666666666666	34.06666666666667	44.4
746	The Last Emperor	7.4	1987-10-21	-1	41.083333333333336	38.93333333333333	35.0
747	Shaun of the Dead	7.5	2004-04-09	36.18	32.300000000000004	32.73333333333334	34.2
752	V for Vendetta	7.7	2006-03-15	-1	50.81666666666666	43.4	24.8
754	Face/Off	6.8	1997-06-27	36.949999999999996	32.46666666666667	39.26666666666667	43.4
755	From Dusk Till Dawn	6.9	1996-01-19	-1	37.63333333333333	41.4	34.7
756	Fantasia	7.2	1940-11-13	-1	-1	-1	54.9
762	Monty Python and the Holy Grail	7.8	1975-03-13	35.959999999999994	33.48333333333333	34.63333333333333	34.2
763	Braindead	7.3	1992-08-13	-1	-1	44.333333333333336	26.7
764	The Evil Dead	7.3	1981-10-15	-1	-1	24.2	23.3
765	Evil Dead II	7.6	1987-03-13	-1	-1	30.133333333333336	28.7
766	Army of Darkness	7.3	1992-10-09	-1	36.233333333333334	31.900000000000002	34.3
767	Harry Potter and the Half-Blood Prince	7.4	2009-07-07	45.129999999999995	35.15	20.03333333333333	20.0
768	From Hell	6.6	2001-10-19	44.629999999999995	49.1	46.76666666666667	38.4
769	GoodFellas	8.2	1990-09-12	45.260000000000005	42.78333333333333	43.5	47.1
770	Gone with the Wind	7.7	1939-12-15	30.5	35.35	29.5	26.1
771	Home Alone	7.1	1990-11-09	-1	40.050000000000004	30.400000000000002	10.2
772	Home Alone 2: Lost in New York	6.3	1992-11-19	-1	33.266666666666666	33.56666666666667	12.2
773	Little Miss Sunshine	7.5	2006-07-26	41.089999999999996	37.61666666666667	40.300000000000004	43.1
775	A Trip to the Moon	7.9	1902-09-01	-1	-1	30.23333333333333	40.8
782	Gattaca	7.5	1997-09-07	42.43	42.71666666666667	41.199999999999996	26.9
783	Gandhi	7.4	1982-11-30	48.760000000000005	49.46666666666667	40.4	38.9
786	Almost Famous	7.4	2000-09-15	25.43	27.650000000000002	32.300000000000004	21.4
787	Mr. & Mrs. Smith	6.5	2005-06-07	-1	34.93333333333333	35.56666666666667	30.0
788	Mrs. Doubtfire	7.0	1993-11-24	38.58	40.483333333333334	43.36666666666667	42.4
790	The Fog	6.4	1980-02-08	-1	43.96666666666667	36.166666666666664	34.7
791	The Fog	3.9	2005-10-14	-1	35.666666666666664	27.96666666666667	28.5
792	Platoon	7.5	1986-12-18	27.53000000000001	27.400000000000006	30.100000000000005	37.6
793	Blue Velvet	7.6	1986-08-01	-1	39.06666666666667	37.26666666666667	34.1
794	The Omen	7.2	1976-06-06	45.94999999999999	40.23333333333333	45.199999999999996	60.2
795	City of Angels	6.5	1998-04-10	-1	41.11666666666667	35.49999999999999	34.3
796	Cruel Intentions	6.6	1999-03-05	33.69	30.25	23.133333333333336	21.9
797	Persona	8.0	1966-10-18	-1	-1	33.300000000000004	31.0
801	Good Morning, Vietnam	7.2	1987-12-23	-1	34.166666666666664	28.599999999999998	36.4
802	Lolita	7.3	1962-06-13	-1	-1	36.93333333333333	53.1
804	Roman Holiday	7.8	1953-09-02	49.489999999999995	48.23333333333333	36.36666666666667	37.4
805	Rosemary's Baby	7.6	1968-06-12	52.4	56.28333333333333	44.53333333333333	23.4
806	The Omen	5.3	2006-06-06	-1	39.550000000000004	23.76666666666667	38.7
807	Se7en	8.1	1995-09-22	-1	39.5	37.699999999999996	31.8
808	Shrek	7.4	2001-05-16	-1	44.083333333333336	35.6	38.0
809	Shrek 2	6.7	2004-05-19	-1	48.833333333333336	38.63333333333333	41.0
810	Shrek the Third	6.0	2007-05-17	49.57	51.833333333333336	41.63333333333333	44.0
812	Aladdin	7.5	1992-11-25	-1	40.81666666666667	27.099999999999998	17.2
813	Airplane!	7.2	1980-07-02	42.22	44.583333333333336	30.433333333333337	33.0
814	An American Werewolf in London	7.3	1981-08-21	-1	36.5	28.46666666666667	30.5
816	Austin Powers: International Man of Mystery	6.5	1997-05-02	-1	36.31666666666667	40.333333333333336	34.0
817	Austin Powers: The Spy Who Shagged Me	6.2	1999-06-08	39.8	42.1	40.9	36.1
818	Austin Powers in Goldmember	5.9	2002-07-26	39.07000000000001	38.61666666666667	29.53333333333333	39.2
819	Sleepers	7.3	1996-10-18	38.879999999999995	35.8	41.46666666666666	53.2
820	JFK	7.5	1991-12-20	42.17	42.18333333333333	38.666666666666664	36.9
824	Moulin Rouge!	7.4	2001-03-09	-1	40.63333333333333	33.46666666666667	33.7
826	The Bridge on the River Kwai	7.7	1957-10-02	-1	43.833333333333336	43.36666666666667	39.5
827	Diabolique	7.9	1955-01-29	-1	52.01666666666667	39.03333333333333	33.9
828	The Day the Earth Stood Still	7.4	1951-09-17	-1	38.6	27.166666666666668	42.1
829	Chinatown	7.9	1974-06-20	44.37	44.31666666666667	46.20000000000001	37.2
830	Forbidden Planet	7.3	1956-03-15	33.85	34.416666666666664	38.03333333333333	58.5
832	M	8.0	1931-05-11	36.14	38.1	31.96666666666667	26.9
834	Underworld: Evolution	6.4	2006-01-12	-1	43.050000000000004	33.0	32.5
837	Videodrome	7.2	1983-02-04	-1	35.85	32.6	35.8
838	American Graffiti	6.9	1973-08-01	24.099999999999998	24.0	24.03333333333333	25.8
839	Duel	7.3	1972-10-01	55.83	48.6	47.0	48.4
840	Close Encounters of the Third Kind	7.2	1977-11-16	-1	38.86666666666667	36.300000000000004	30.1
841	Dune	6.5	1984-12-14	46.28	46.68333333333334	44.20000000000001	25.8
843	In the Mood for Love	7.9	2000-05-22	-1	-1	47.333333333333336	37.9
844	2046	7.0	2004-05-20	-1	35.06666666666667	34.0	41.9
845	Strangers on a Train	7.6	1951-06-18	39.529999999999994	32.4	29.066666666666666	26.0
846	The X Files	6.6	1998-06-19	48.67999999999999	52.949999999999996	38.0	37.9
847	Willow	6.9	1988-05-01	40.7	44.88333333333333	24.46666666666667	18.3
850	A Christmas Story	7.3	1983-11-18	-1	35.18333333333333	39.43333333333333	44.1
853	Enemy at the Gates	7.2	2001-03-14	-1	41.61666666666667	36.5	28.2
854	The Mask	6.6	1994-07-29	-1	37.333333333333336	36.96666666666667	32.6
855	Black Hawk Down	7.2	2001-12-28	34.47	35.25	30.96666666666667	23.5
856	Who Framed Roger Rabbit	7.2	1988-06-21	45.760000000000005	46.63333333333333	46.1	45.7
857	Saving Private Ryan	7.9	1998-07-24	32.720000000000006	32.73333333333334	36.43333333333334	42.1
858	Sleepless in Seattle	6.5	1993-06-24	31.48	26.650000000000002	36.03333333333333	37.0
859	Dangerous Liaisons	7.1	1988-12-16	-1	43.28333333333334	35.833333333333336	41.8
860	WarGames	7.0	1983-06-03	-1	37.11666666666667	31.2	21.2
861	Total Recall	7.1	1990-06-01	39.72999999999999	41.099999999999994	35.56666666666666	42.9
862	Toy Story	7.8	1995-10-30	40.58	49.699999999999996	50.4	39.3
863	Toy Story 2	7.4	1999-10-30	49.53	49.23333333333333	42.26666666666666	43.3
864	Cool Runnings	6.8	1993-09-30	-1	34.36666666666667	27.133333333333336	31.6
865	The Running Man	6.4	1987-11-13	-1	43.98333333333333	41.9	40.3
866	Finding Neverland	7.2	2004-10-17	-1	40.833333333333336	44.699999999999996	41.4
869	Planet of the Apes	5.6	2001-07-25	44.92999999999999	39.5	35.2	30.2
871	Planet of the Apes	7.5	1968-02-07	-1	44.616666666666674	43.03333333333333	44.4
872	Singin' in the Rain	7.9	1952-04-10	35.11	32.46666666666667	28.76666666666667	39.7
873	The Color Purple	7.7	1985-12-18	-1	31.183333333333337	37.13333333333333	30.1
879	Hook	6.7	1991-12-11	-1	42.866666666666674	39.63333333333333	40.4
881	A Few Good Men	7.2	1992-12-11	-1	35.31666666666667	38.76666666666667	30.5
883	Coffee and Cigarettes	7.0	2003-09-05	-1	49.31666666666666	46.633333333333326	50.9
884	Crash	6.5	1996-07-17	-1	-1	35.73333333333333	36.5
888	The Flintstones	5.0	1994-05-26	41.190000000000005	35.31666666666667	38.86666666666667	42.0
891	All the President's Men	7.6	1976-04-04	42.8	49.23333333333333	44.666666666666664	39.7
892	Delicatessen	7.4	1991-04-17	-1	38.63333333333333	35.50000000000001	36.1
900	Bringing Up Baby	7.5	1938-02-18	48.589999999999996	49.333333333333336	39.0	30.8
901	City Lights	8.2	1931-01-30	-1	40.583333333333336	35.833333333333336	41.8
902	The City of Lost Children	7.6	1995-05-16	-1	46.88333333333333	31.933333333333337	45.1
903	Cool Hand Luke	7.7	1967-06-22	39.68	38.99999999999999	40.03333333333333	42.4
907	Doctor Zhivago	7.4	1965-12-22	41.839999999999996	35.81666666666667	26.600000000000005	33.7
910	The Big Sleep	7.6	1946-08-23	39.040000000000006	28.633333333333336	35.199999999999996	46.7
913	The Thomas Crown Affair	6.6	1999-08-06	56.77	54.43333333333334	44.6	46.3
914	The Great Dictator	8.2	1940-10-15	51.09	48.76666666666667	42.06666666666667	51.5
916	Bullitt	7.0	1968-10-17	-1	38.599999999999994	32.86666666666667	38.6
920	Cars	6.6	2006-06-08	-1	53.26666666666666	54.56666666666666	37.6
921	Cinderella Man	7.3	2005-06-02	-1	40.300000000000004	38.43333333333334	41.2
922	Dead Man	7.2	1995-12-23	44.95	36.800000000000004	35.63333333333333	32.6
923	Dawn of the Dead	7.5	1978-09-02	-1	33.75000000000001	31.233333333333334	31.8
924	Dawn of the Dead	6.8	2004-03-19	35.959999999999994	37.01666666666666	36.699999999999996	25.2
925	Do the Right Thing	7.7	1989-06-30	-1	48.56666666666666	64.13333333333333	56.1
926	Galaxy Quest	6.9	1999-12-23	39.980000000000004	43.76666666666667	50.23333333333334	46.6
927	Gremlins	6.9	1984-06-07	40.71	44.98333333333333	29.133333333333336	20.3
928	Gremlins 2: The New Batch	6.3	1990-06-15	47.09	43.916666666666664	33.06666666666666	26.4
929	Godzilla	5.3	1998-05-20	41.11	41.88333333333333	39.46666666666667	36.2
931	Don't Look Now	7.1	1973-12-03	-1	45.833333333333336	42.46666666666666	32.7
935	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	8.0	1964-01-29	-1	44.43333333333333	40.86666666666667	38.4
936	The Pink Panther	6.9	1963-12-19	46.690000000000005	44.85	42.0	53.8
938	For a Few Dollars More	7.8	1965-12-18	-1	37.95	36.43333333333333	35.6
941	Lethal Weapon	7.0	1987-03-06	-1	45.1	38.166666666666664	31.2
942	Lethal Weapon 2	6.7	1989-07-07	41.38	42.21666666666667	40.96666666666667	33.5
943	Lethal Weapon 3	6.4	1992-05-15	40.64	44.76666666666667	43.833333333333336	36.4
944	Lethal Weapon 4	6.3	1998-07-10	-1	47.76666666666667	50.0	42.5
947	Lawrence of Arabia	7.8	1962-12-10	49.269999999999996	47.15	42.266666666666666	30.4
948	Halloween	7.4	1978-10-24	-1	34.43333333333333	35.766666666666666	59.1
949	Heat	7.7	1995-12-15	39.11	46.43333333333333	48.03333333333333	55.7
950	Ice Age: The Meltdown	6.5	2006-03-23	-1	37.25	46.199999999999996	48.3
951	Kindergarten Cop	5.8	1990-12-21	31.28000000000001	34.583333333333336	37.36666666666667	43.4
953	Madagascar	6.6	2005-05-25	-1	35.9	39.46666666666667	39.5
954	Mission: Impossible	6.7	1996-05-22	43.809999999999995	41.05	41.36666666666667	33.9
955	Mission: Impossible II	5.9	2000-05-24	37.87	35.699999999999996	33.333333333333336	37.9
956	Mission: Impossible III	6.5	2006-05-03	35.76	37.733333333333334	43.23333333333333	43.9
957	Spaceballs	6.7	1987-06-24	41.660000000000004	38.633333333333326	42.9	61.0
961	The General	8.0	1926-12-31	-1	45.800000000000004	33.1	31.3
962	The Gold Rush	7.8	1925-06-25	-1	41.166666666666664	35.199999999999996	36.2
963	The Maltese Falcon	7.8	1941-11-18	41.75	39.166666666666664	39.56666666666667	41.9
966	The Magnificent Seven	7.4	1960-10-22	39.71	37.71666666666666	38.599999999999994	40.3
967	Spartacus	7.3	1960-10-06	42.8	43.21666666666667	43.0	43.9
968	Dog Day Afternoon	7.6	1975-08-11	-1	41.5	42.6	35.3
975	Paths of Glory	8.1	1957-09-18	41.05	46.333333333333336	48.4	40.8
978	Seven Years in Tibet	7.0	1997-09-12	-1	38.083333333333336	35.06666666666666	33.8
979	Irreversible	7.1	2002-05-22	-1	44.199999999999996	37.199999999999996	37.7
981	The Philadelphia Story	7.7	1940-12-05	39.010000000000005	33.699999999999996	34.36666666666667	33.6
984	Dirty Harry	7.4	1971-12-21	-1	41.21666666666667	40.1	41.6
985	Eraserhead	7.5	1977-03-19	-1	44.0	42.4	33.3
990	The Hustler	7.7	1961-09-25	38.919999999999995	39.699999999999996	37.333333333333336	36.7
994	Straw Dogs	7.2	1971-12-29	-1	35.666666666666664	34.86666666666667	34.4
995	Stagecoach	7.6	1939-03-02	39.720000000000006	32.93333333333333	31.399999999999995	29.0
996	Double Indemnity	8.0	1944-04-24	39.790000000000006	40.25	40.96666666666667	35.7
1018	Mulholland Drive	7.7	2001-05-16	47.410000000000004	46.45000000000001	49.333333333333336	32.7
1023	Adam's Apples	7.4	2005-04-15	-1	40.56666666666667	40.43333333333333	39.4
1024	Heavenly Creatures	7.0	1994-09-02	-1	-1	28.400000000000002	17.3
1051	The French Connection	7.4	1971-10-09	-1	42.21666666666667	44.900000000000006	41.7
1052	Blow-Up	7.3	1966-12-18	-1	25.75	26.666666666666668	25.1
1073	Arlington Road	7.0	1999-03-19	-1	36.58333333333333	42.06666666666666	49.3
1089	Point Break	6.9	1991-07-12	-1	33.65	37.63333333333333	38.9
1090	The Thirteenth Floor	6.8	1999-04-16	-1	41.01666666666667	43.20000000000001	34.7
